lead_time,no_of_special_requests,avg_price_per_room,market_segment_type,arrival_month,arrival_date,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
5,0,65.0,2.0,5,9,1,1,0.0,0.0,Not_Canceled
67,1,104.76,4.0,9,5,4,1,3.0,0.0,Not_Canceled
61,3,155.52,4.0,11,6,3,2,0.0,0.0,Not_Canceled
73,0,159.3,4.0,4,3,1,2,0.0,5.0,Canceled
101,0,103.6,4.0,4,11,2,1,0.0,3.0,Not_Canceled
51,2,135.9,4.0,9,26,1,1,0.0,0.0,Not_Canceled
32,0,85.0,3.0,10,17,5,2,0.0,0.0,Not_Canceled
153,0,90.46,4.0,7,15,5,2,0.0,0.0,Canceled
1,0,82.0,4.0,1,3,0,2,0.0,0.0,Not_Canceled
77,0,140.4,4.0,5,1,0,2,0.0,3.0,Not_Canceled
68,0,68.0,4.0,7,4,1,2,0.0,0.0,Canceled
3,0,139.0,4.0,7,8,2,0,3.0,0.0,Canceled
24,1,60.75,3.0,11,3,4,0,0.0,0.0,Not_Canceled
2,1,97.54,4.0,11,22,4,0,0.0,0.0,Not_Canceled
91,1,52.02,4.0,4,1,2,2,3.0,0.0,Not_Canceled
175,1,99.45,4.0,7,10,6,4,0.0,3.0,Not_Canceled
304,0,20.0,1.0,12,29,3,2,0.0,0.0,Not_Canceled
79,0,76.5,4.0,4,2,1,1,3.0,0.0,Canceled
125,2,121.55,4.0,6,27,5,1,0.0,3.0,Not_Canceled
10,0,87.0,3.0,2,22,3,1,0.0,0.0,Not_Canceled
2,0,75.0,3.0,6,30,1,0,3.0,0.0,Not_Canceled
1,1,79.0,2.0,11,29,1,0,0.0,0.0,Not_Canceled
106,2,140.0,4.0,12,25,0,1,0.0,3.0,Canceled
63,2,144.9,4.0,8,9,2,0,0.0,0.0,Not_Canceled
83,0,0.0,1.0,12,17,0,0,0.0,0.0,Not_Canceled
113,0,79.0,2.0,11,13,4,2,0.0,0.0,Canceled
150,0,120.82,4.0,7,7,5,2,0.0,0.0,Canceled
72,2,149.4,4.0,5,2,1,1,0.0,3.0,Not_Canceled
6,1,156.5,4.0,7,3,2,2,0.0,3.0,Not_Canceled
46,1,90.55,4.0,10,2,2,2,0.0,3.0,Not_Canceled
39,1,242.77,4.0,10,17,3,1,0.0,6.0,Not_Canceled
16,1,148.0,4.0,12,30,2,0,0.0,3.0,Not_Canceled
13,0,118.0,4.0,2,28,3,2,0.0,3.0,Not_Canceled
22,0,82.33,4.0,2,4,3,0,0.0,0.0,Canceled
47,1,118.8,4.0,10,4,3,0,0.0,0.0,Not_Canceled
12,0,63.37,4.0,1,10,1,2,0.0,0.0,Not_Canceled
79,1,126.0,4.0,12,27,1,0,0.0,3.0,Not_Canceled
74,0,0.0,4.0,9,18,2,0,1.0,0.0,Not_Canceled
63,2,144.5,4.0,4,13,4,0,1.0,3.0,Canceled
116,1,105.3,4.0,7,28,1,0,0.0,0.0,Not_Canceled
168,2,126.41,4.0,7,17,5,2,0.0,3.0,Canceled
21,3,182.0,4.0,6,28,4,0,0.0,3.0,Not_Canceled
135,1,101.7,4.0,5,28,1,2,3.0,0.0,Not_Canceled
244,1,92.4,4.0,10,30,1,2,3.0,0.0,Not_Canceled
100,0,100.63,4.0,11,13,2,2,0.0,3.0,Canceled
4,1,149.0,4.0,9,6,5,0,3.0,0.0,Not_Canceled
2,1,79.0,4.0,6,13,0,1,3.0,0.0,Not_Canceled
2,0,81.0,4.0,1,20,2,0,3.0,0.0,Not_Canceled
2,0,110.0,2.0,4,20,1,0,0.0,3.0,Not_Canceled
41,2,137.7,4.0,7,17,1,2,0.0,0.0,Not_Canceled
8,0,112.5,4.0,2,28,2,2,0.0,3.0,Canceled
80,1,85.5,4.0,4,13,1,0,3.0,0.0,Not_Canceled
9,1,65.29,4.0,11,13,3,2,0.0,0.0,Not_Canceled
5,1,65.0,2.0,10,3,0,1,0.0,0.0,Not_Canceled
37,1,76.5,3.0,10,19,1,0,3.0,0.0,Not_Canceled
1,2,89.25,4.0,10,17,2,2,0.0,0.0,Not_Canceled
47,0,85.0,3.0,3,20,2,2,0.0,0.0,Canceled
4,1,139.0,4.0,7,16,1,0,3.0,0.0,Not_Canceled
10,0,110.0,0.0,9,26,3,1,0.0,3.0,Not_Canceled
17,0,177.0,4.0,6,16,2,0,0.0,3.0,Canceled
1,0,65.0,2.0,3,2,1,0,0.0,0.0,Not_Canceled
182,1,94.5,4.0,8,3,1,0,3.0,0.0,Canceled
3,1,96.0,4.0,12,5,0,1,0.0,0.0,Not_Canceled
2,1,84.0,4.0,12,8,1,0,3.0,0.0,Not_Canceled
43,0,122.4,4.0,11,1,4,0,0.0,3.0,Not_Canceled
117,0,105.3,4.0,5,6,2,1,0.0,0.0,Canceled
20,1,160.0,4.0,7,5,1,0,0.0,0.0,Not_Canceled
103,2,99.45,4.0,5,1,2,2,0.0,0.0,Not_Canceled
0,0,101.0,4.0,1,19,3,0,0.0,3.0,Not_Canceled
7,2,111.0,4.0,2,23,4,0,0.0,0.0,Not_Canceled
61,0,256.1,4.0,7,10,1,2,0.0,6.0,Canceled
107,1,127.1,4.0,8,20,1,2,0.0,0.0,Not_Canceled
188,1,102.5,4.0,9,6,0,2,0.0,0.0,Canceled
3,0,153.0,4.0,8,11,1,0,3.0,5.0,Not_Canceled
63,0,89.25,4.0,9,6,0,1,0.0,0.0,Not_Canceled
98,1,85.6,4.0,4,8,2,0,0.0,0.0,Canceled
31,2,125.1,4.0,9,11,0,1,3.0,0.0,Not_Canceled
66,1,132.9,4.0,9,1,3,0,0.0,0.0,Not_Canceled
5,1,105.0,4.0,12,20,1,0,0.0,0.0,Not_Canceled
119,0,0.0,4.0,6,7,0,0,0.0,0.0,Not_Canceled
50,0,71.33,3.0,12,31,3,0,0.0,0.0,Not_Canceled
1,1,89.3,4.0,1,9,1,1,0.0,3.0,Not_Canceled
124,1,118.8,4.0,7,16,1,2,0.0,3.0,Canceled
35,2,136.2,4.0,6,9,3,0,0.0,3.0,Not_Canceled
204,2,168.3,4.0,9,12,1,1,0.0,3.0,Canceled
32,1,65.0,2.0,7,4,1,1,0.0,0.0,Not_Canceled
79,1,102.6,4.0,11,17,3,0,0.0,3.0,Canceled
176,2,137.7,4.0,8,6,1,2,0.0,3.0,Canceled
75,0,140.4,4.0,5,26,2,0,0.0,3.0,Canceled
12,2,129.5,4.0,5,16,0,1,0.0,0.0,Not_Canceled
68,1,131.4,4.0,8,30,5,1,0.0,0.0,Not_Canceled
58,2,198.0,4.0,10,21,2,1,0.0,5.0,Not_Canceled
155,2,143.1,4.0,9,8,1,0,0.0,0.0,Canceled
5,0,98.32,2.0,5,16,3,1,0.0,0.0,Not_Canceled
7,0,101.0,4.0,3,22,1,0,0.0,0.0,Canceled
0,0,139.0,4.0,8,23,1,0,3.0,0.0,Not_Canceled
37,0,87.3,4.0,2,12,3,2,0.0,3.0,Not_Canceled
113,2,85.0,4.0,11,27,5,2,0.0,0.0,Not_Canceled
48,0,93.5,4.0,3,20,3,2,0.0,0.0,Not_Canceled
12,1,119.0,4.0,5,23,2,1,3.0,0.0,Not_Canceled
118,1,139.5,4.0,8,14,1,2,0.0,0.0,Not_Canceled
6,2,104.5,4.0,9,7,1,1,0.0,0.0,Not_Canceled
66,1,85.0,3.0,2,8,2,1,0.0,0.0,Not_Canceled
121,0,162.0,4.0,8,9,5,2,1.0,3.0,Canceled
2,1,105.34,4.0,5,23,1,1,3.0,0.0,Canceled
126,1,114.3,4.0,7,8,1,0,0.0,0.0,Not_Canceled
187,0,112.5,4.0,8,29,0,1,0.0,0.0,Canceled
64,2,89.25,4.0,10,20,6,2,0.0,0.0,Not_Canceled
120,2,90.0,4.0,11,3,1,0,0.0,0.0,Not_Canceled
1,1,89.5,4.0,12,20,3,0,0.0,0.0,Not_Canceled
1,1,79.0,2.0,12,13,1,0,0.0,0.0,Not_Canceled
10,1,160.16,4.0,8,22,4,1,0.0,6.0,Not_Canceled
156,0,121.5,4.0,7,25,2,1,0.0,0.0,Canceled
30,0,111.3,4.0,4,14,3,0,0.0,0.0,Not_Canceled
28,1,135.0,4.0,5,19,1,0,0.0,0.0,Not_Canceled
0,0,69.84,4.0,6,23,1,0,0.0,0.0,Not_Canceled
233,1,81.81,4.0,8,17,4,0,0.0,1.0,Canceled
14,0,65.0,2.0,6,15,1,0,0.0,0.0,Not_Canceled
63,2,109.35,4.0,4,26,2,0,0.0,0.0,Not_Canceled
40,2,134.1,4.0,6,29,3,0,0.0,0.0,Not_Canceled
28,0,87.0,3.0,3,7,3,1,0.0,0.0,Not_Canceled
54,0,91.13,4.0,4,30,1,1,0.0,0.0,Canceled
205,0,117.64,4.0,12,23,7,3,0.0,3.0,Not_Canceled
13,1,65.0,2.0,6,14,3,0,0.0,0.0,Not_Canceled
75,0,75.0,3.0,4,24,1,2,0.0,0.0,Not_Canceled
0,0,88.0,0.0,2,15,3,1,0.0,0.0,Not_Canceled
46,1,74.8,4.0,12,18,6,4,3.0,0.0,Not_Canceled
255,0,100.3,4.0,9,12,5,1,0.0,0.0,Canceled
69,1,99.3,4.0,4,17,1,2,0.0,0.0,Not_Canceled
17,0,69.6,4.0,12,14,0,1,0.0,0.0,Not_Canceled
8,0,78.3,4.0,1,16,5,2,0.0,0.0,Not_Canceled
5,0,119.0,3.0,5,22,0,2,0.0,4.0,Not_Canceled
30,1,125.1,4.0,8,5,2,1,3.0,0.0,Not_Canceled
19,1,126.0,4.0,6,12,0,1,0.0,3.0,Not_Canceled
3,0,65.0,2.0,5,16,1,1,0.0,0.0,Not_Canceled
72,0,89.25,4.0,9,16,2,0,0.0,0.0,Canceled
58,0,137.4,4.0,6,3,2,1,0.0,3.0,Canceled
58,0,60.0,3.0,2,5,2,1,0.0,0.0,Not_Canceled
17,3,149.0,4.0,10,29,1,1,0.0,0.0,Not_Canceled
78,0,68.0,4.0,7,31,3,2,0.0,0.0,Not_Canceled
11,2,205.0,4.0,11,7,2,1,0.0,0.0,Not_Canceled
33,0,85.5,3.0,9,28,3,0,0.0,0.0,Not_Canceled
9,1,137.63,4.0,10,29,2,2,0.0,0.0,Not_Canceled
0,1,0.0,1.0,3,9,1,0,0.0,6.0,Not_Canceled
199,1,63.75,3.0,11,4,2,1,0.0,0.0,Not_Canceled
83,1,154.7,4.0,8,1,3,1,0.0,0.0,Not_Canceled
118,2,121.55,4.0,6,27,3,1,0.0,0.0,Not_Canceled
0,0,139.0,4.0,8,20,1,0,3.0,0.0,Not_Canceled
6,0,65.0,2.0,8,8,0,1,0.0,0.0,Canceled
7,0,120.0,4.0,10,26,1,0,3.0,0.0,Not_Canceled
28,1,89.0,2.0,5,9,2,1,0.0,0.0,Not_Canceled
224,0,72.76,4.0,8,22,5,3,0.0,0.0,Canceled
4,1,160.0,4.0,10,17,4,1,0.0,0.0,Canceled
125,2,63.75,3.0,7,10,5,2,3.0,0.0,Not_Canceled
44,0,96.3,4.0,6,18,1,1,0.0,3.0,Canceled
14,1,112.0,4.0,11,3,1,0,0.0,0.0,Canceled
1,1,115.0,4.0,4,9,1,2,0.0,0.0,Not_Canceled
143,2,129.6,4.0,9,21,4,1,0.0,0.0,Canceled
10,0,52.0,3.0,12,27,1,2,0.0,6.0,Not_Canceled
173,1,84.43,4.0,9,1,3,1,3.0,0.0,Not_Canceled
42,2,142.2,4.0,8,30,4,0,0.0,3.0,Not_Canceled
100,1,106.03,4.0,7,12,3,0,0.0,0.0,Not_Canceled
145,1,105.3,4.0,6,28,2,0,0.0,0.0,Not_Canceled
13,0,79.15,3.0,3,27,2,2,0.0,0.0,Not_Canceled
6,0,80.0,2.0,2,25,1,0,0.0,0.0,Not_Canceled
14,0,77.6,4.0,1,19,3,0,0.0,3.0,Not_Canceled
64,0,94.78,4.0,4,26,4,0,3.0,0.0,Canceled
80,0,140.4,4.0,5,21,1,2,0.0,3.0,Canceled
2,0,0.0,1.0,8,2,0,1,0.0,4.0,Not_Canceled
35,0,63.0,3.0,3,25,2,2,0.0,0.0,Canceled
24,1,74.8,4.0,2,12,2,1,0.0,0.0,Not_Canceled
6,0,110.0,3.0,6,8,1,0,0.0,0.0,Not_Canceled
58,0,127.0,4.0,12,30,2,0,0.0,3.0,Not_Canceled
271,0,85.67,3.0,9,21,3,0,0.0,0.0,Not_Canceled
26,1,84.14,4.0,9,25,3,2,3.0,0.0,Not_Canceled
38,0,55.59,4.0,1,15,2,1,0.0,0.0,Not_Canceled
96,1,126.9,4.0,4,29,2,1,0.0,0.0,Canceled
88,0,0.0,1.0,12,4,2,0,0.0,0.0,Not_Canceled
23,0,1.0,4.0,1,2,1,2,1.0,0.0,Not_Canceled
90,1,105.3,4.0,4,11,0,1,0.0,3.0,Not_Canceled
90,0,80.75,3.0,5,1,0,2,0.0,0.0,Not_Canceled
7,1,126.0,4.0,10,19,2,1,0.0,0.0,Not_Canceled
10,1,108.67,4.0,11,25,2,1,0.0,0.0,Not_Canceled
39,0,80.1,4.0,2,27,1,1,0.0,0.0,Canceled
3,1,72.75,4.0,11,9,5,1,0.0,3.0,Not_Canceled
0,1,136.44,4.0,8,24,1,0,1.0,0.0,Not_Canceled
37,2,135.0,4.0,8,30,4,0,0.0,0.0,Not_Canceled
60,1,92.7,4.0,4,1,2,1,0.0,0.0,Canceled
6,0,108.05,4.0,10,13,1,0,3.0,3.0,Not_Canceled
19,0,100.0,2.0,6,22,2,0,0.0,0.0,Canceled
61,1,79.2,4.0,11,17,3,0,3.0,0.0,Not_Canceled
172,2,114.75,4.0,8,1,3,1,0.0,0.0,Canceled
27,0,89.0,2.0,4,20,1,0,0.0,0.0,Not_Canceled
194,1,105.6,4.0,10,8,4,2,3.0,0.0,Canceled
85,2,180.3,4.0,7,18,5,1,0.0,5.0,Not_Canceled
2,0,90.0,2.0,9,10,1,0,0.0,0.0,Not_Canceled
125,0,177.3,4.0,7,12,1,0,0.0,5.0,Not_Canceled
45,1,67.15,4.0,3,10,3,2,3.0,0.0,Not_Canceled
63,2,103.5,4.0,7,23,1,0,3.0,0.0,Not_Canceled
133,1,72.25,4.0,12,28,3,1,0.0,0.0,Canceled
0,1,0.0,1.0,10,2,1,0,0.0,4.0,Not_Canceled
15,0,65.0,2.0,12,10,2,0,0.0,0.0,Not_Canceled
283,1,69.38,4.0,7,9,3,2,0.0,0.0,Not_Canceled
6,0,80.0,2.0,3,7,1,1,0.0,0.0,Not_Canceled
170,0,90.95,4.0,7,7,3,1,0.0,0.0,Canceled
46,1,149.4,4.0,9,11,3,2,0.0,3.0,Canceled
84,0,80.1,4.0,10,25,2,0,3.0,0.0,Not_Canceled
79,2,126.0,4.0,12,9,2,1,0.0,3.0,Not_Canceled
185,0,60.0,3.0,3,25,2,1,0.0,3.0,Not_Canceled
18,0,93.0,4.0,8,26,3,0,0.0,0.0,Not_Canceled
54,0,85.5,3.0,7,3,1,2,0.0,0.0,Not_Canceled
79,0,70.0,3.0,11,13,2,0,0.0,0.0,Not_Canceled
40,2,149.4,4.0,9,26,3,1,0.0,3.0,Not_Canceled
24,2,117.67,4.0,9,17,3,0,0.0,0.0,Not_Canceled
50,1,78.85,4.0,2,22,4,1,0.0,0.0,Not_Canceled
152,0,91.93,4.0,8,20,5,2,3.0,0.0,Canceled
39,2,91.45,4.0,12,27,2,2,0.0,1.0,Not_Canceled
17,2,138.0,4.0,12,30,2,0,0.0,0.0,Not_Canceled
35,1,76.5,4.0,3,16,2,0,0.0,0.0,Not_Canceled
47,1,93.6,4.0,12,2,1,0,0.0,0.0,Not_Canceled
197,0,97.02,4.0,8,23,5,2,0.0,0.0,Canceled
45,1,106.2,4.0,4,28,1,0,0.0,0.0,Not_Canceled
3,0,106.0,3.0,9,23,1,0,1.0,0.0,Not_Canceled
4,0,79.0,2.0,11,29,1,0,0.0,0.0,Not_Canceled
2,0,85.0,3.0,10,13,1,0,0.0,0.0,Not_Canceled
78,2,0.0,4.0,11,16,0,0,1.0,3.0,Not_Canceled
115,1,76.0,3.0,2,27,2,2,0.0,0.0,Not_Canceled
40,0,85.5,3.0,10,16,2,2,0.0,0.0,Canceled
15,0,79.0,2.0,1,26,2,0,0.0,0.0,Not_Canceled
134,0,101.18,4.0,5,30,5,1,0.0,4.0,Not_Canceled
75,1,85.5,4.0,4,11,2,1,3.0,0.0,Canceled
178,0,117.6,3.0,8,26,2,0,0.0,4.0,Canceled
60,1,88.0,4.0,11,11,1,0,3.0,0.0,Not_Canceled
34,0,124.65,4.0,3,24,3,1,0.0,0.0,Canceled
17,2,79.0,4.0,2,16,4,0,3.0,0.0,Canceled
1,0,73.61,4.0,2,24,3,0,0.0,0.0,Not_Canceled
1,0,89.0,4.0,5,9,1,1,3.0,0.0,Not_Canceled
63,0,118.43,3.0,9,24,4,2,0.0,0.0,Not_Canceled
23,0,140.4,4.0,5,21,1,0,0.0,3.0,Canceled
89,1,96.3,4.0,3,25,2,1,0.0,0.0,Not_Canceled
9,2,90.0,4.0,1,27,1,0,3.0,0.0,Not_Canceled
1,1,114.0,4.0,9,10,1,0,0.0,0.0,Not_Canceled
1,0,79.0,4.0,2,11,4,2,3.0,0.0,Not_Canceled
166,2,89.25,4.0,10,12,3,1,0.0,0.0,Not_Canceled
19,2,82.8,4.0,2,7,1,2,0.0,3.0,Not_Canceled
190,0,67.09,4.0,8,25,3,1,3.0,0.0,Canceled
110,1,120.3,4.0,8,1,5,1,0.0,3.0,Not_Canceled
22,0,43.5,3.0,12,8,4,0,0.0,0.0,Not_Canceled
35,0,140.4,4.0,3,25,2,0,0.0,3.0,Canceled
5,1,170.0,4.0,8,13,2,2,0.0,0.0,Not_Canceled
114,0,137.7,4.0,8,4,2,0,0.0,3.0,Not_Canceled
190,0,95.0,3.0,6,22,4,0,0.0,0.0,Not_Canceled
15,1,117.3,4.0,12,28,4,0,0.0,0.0,Not_Canceled
47,2,79.2,4.0,11,11,2,1,3.0,0.0,Not_Canceled
40,0,88.2,4.0,3,20,0,1,3.0,0.0,Not_Canceled
237,0,80.26,4.0,12,28,5,2,0.0,0.0,Canceled
88,1,165.75,4.0,11,6,2,2,0.0,0.0,Canceled
140,0,146.7,4.0,8,12,2,0,0.0,3.0,Canceled
69,0,72.25,3.0,4,10,0,1,3.0,0.0,Not_Canceled
5,3,137.0,4.0,6,13,0,1,0.0,3.0,Not_Canceled
40,1,82.1,4.0,3,7,2,1,3.0,0.0,Not_Canceled
20,2,215.0,4.0,3,28,4,1,0.0,5.0,Not_Canceled
7,3,103.18,4.0,10,3,2,1,3.0,0.0,Not_Canceled
0,2,106.25,4.0,10,21,2,2,0.0,0.0,Not_Canceled
58,0,60.0,3.0,2,3,4,1,0.0,0.0,Not_Canceled
0,1,116.0,4.0,8,7,0,2,3.0,0.0,Not_Canceled
135,0,116.1,4.0,6,9,3,0,3.0,0.0,Canceled
74,0,82.45,4.0,3,30,4,1,0.0,0.0,Canceled
4,1,111.0,4.0,11,13,1,2,0.0,0.0,Not_Canceled
21,0,105.0,4.0,9,1,4,0,0.0,0.0,Not_Canceled
100,2,219.6,4.0,5,14,1,1,1.0,3.0,Canceled
112,1,52.85,4.0,12,4,2,2,0.0,0.0,Not_Canceled
15,2,140.0,4.0,10,21,2,0,3.0,0.0,Not_Canceled
92,2,81.5,4.0,10,29,1,1,0.0,1.0,Not_Canceled
10,0,134.0,4.0,8,21,0,1,0.0,0.0,Canceled
258,0,100.3,4.0,10,2,5,2,0.0,0.0,Canceled
212,0,81.77,4.0,6,19,0,2,0.0,0.0,Canceled
113,1,105.3,4.0,5,2,2,1,0.0,0.0,Not_Canceled
32,0,67.5,3.0,10,30,2,2,0.0,3.0,Not_Canceled
51,1,60.0,3.0,11,11,4,0,0.0,3.0,Not_Canceled
154,0,71.6,4.0,5,9,3,1,0.0,0.0,Canceled
139,0,96.3,4.0,8,26,2,0,0.0,0.0,Canceled
70,0,137.7,4.0,7,26,3,0,0.0,3.0,Canceled
66,2,67.91,4.0,12,5,1,1,0.0,0.0,Not_Canceled
30,1,116.1,4.0,5,11,2,0,3.0,0.0,Not_Canceled
1,0,95.0,3.0,5,10,3,0,0.0,0.0,Not_Canceled
18,0,80.75,3.0,5,21,2,2,0.0,0.0,Not_Canceled
78,1,80.75,4.0,4,10,2,2,3.0,0.0,Not_Canceled
11,1,140.0,4.0,11,10,1,0,3.0,0.0,Canceled
37,0,116.1,4.0,5,13,1,0,3.0,0.0,Canceled
16,0,79.0,4.0,2,17,4,0,3.0,0.0,Canceled
10,1,87.05,4.0,9,4,3,2,3.0,0.0,Not_Canceled
1,1,98.56,4.0,5,10,3,0,0.0,0.0,Not_Canceled
97,0,112.01,4.0,5,22,2,2,0.0,1.0,Canceled
15,2,200.0,4.0,11,7,2,1,0.0,0.0,Not_Canceled
15,1,93.0,4.0,2,24,4,0,0.0,0.0,Not_Canceled
11,0,65.0,2.0,12,15,1,0,0.0,0.0,Not_Canceled
14,1,138.25,4.0,2,17,4,0,0.0,3.0,Not_Canceled
100,1,90.3,4.0,3,26,1,2,0.0,0.0,Not_Canceled
54,1,125.1,4.0,9,18,0,1,3.0,0.0,Not_Canceled
24,2,128.0,3.0,9,10,2,2,0.0,0.0,Not_Canceled
5,3,110.0,4.0,2,12,1,0,0.0,0.0,Not_Canceled
30,1,74.8,4.0,11,29,4,0,3.0,0.0,Not_Canceled
13,0,76.0,3.0,4,4,1,1,0.0,0.0,Not_Canceled
15,0,78.03,4.0,9,30,3,0,3.0,0.0,Not_Canceled
64,0,103.5,4.0,7,25,0,1,3.0,0.0,Not_Canceled
13,0,79.2,4.0,12,19,1,1,3.0,0.0,Not_Canceled
116,0,72.0,3.0,2,28,1,2,0.0,0.0,Canceled
45,2,85.5,4.0,10,22,3,0,0.0,0.0,Not_Canceled
64,2,119.51,4.0,4,1,3,2,0.0,3.0,Not_Canceled
44,0,233.1,4.0,9,3,1,2,1.0,5.0,Canceled
47,1,77.35,4.0,3,14,3,1,0.0,0.0,Not_Canceled
213,1,92.29,4.0,6,30,5,2,3.0,0.0,Not_Canceled
0,1,80.3,4.0,1,5,2,0,0.0,0.0,Not_Canceled
16,0,93.0,4.0,2,18,3,0,0.0,0.0,Not_Canceled
28,2,135.0,4.0,11,10,3,0,3.0,0.0,Not_Canceled
181,1,94.5,4.0,8,16,3,0,3.0,0.0,Canceled
14,2,145.67,4.0,9,2,2,1,0.0,0.0,Not_Canceled
116,2,117.06,4.0,6,16,5,2,0.0,0.0,Not_Canceled
47,2,159.75,3.0,10,25,4,2,1.0,0.0,Not_Canceled
20,1,139.0,4.0,2,23,4,0,0.0,3.0,Not_Canceled
18,2,107.0,4.0,10,5,4,1,0.0,0.0,Not_Canceled
106,0,121.37,4.0,7,19,5,2,0.0,3.0,Canceled
67,0,80.75,3.0,6,12,1,2,0.0,0.0,Not_Canceled
79,1,172.23,4.0,10,21,7,4,0.0,5.0,Not_Canceled
2,3,0.0,1.0,10,6,1,0,0.0,0.0,Not_Canceled
96,1,162.9,4.0,10,28,2,1,0.0,5.0,Canceled
216,0,137.0,2.0,11,22,1,0,0.0,0.0,Canceled
0,1,90.0,4.0,12,26,2,2,3.0,0.0,Not_Canceled
0,0,148.67,4.0,9,7,2,1,0.0,0.0,Not_Canceled
3,1,65.0,2.0,12,19,0,1,0.0,0.0,Not_Canceled
30,1,75.15,4.0,1,15,2,0,0.0,5.0,Not_Canceled
35,1,113.85,4.0,10,17,1,1,0.0,3.0,Not_Canceled
17,2,114.5,4.0,9,17,2,0,0.0,0.0,Not_Canceled
115,3,107.64,4.0,10,22,3,2,0.0,0.0,Not_Canceled
11,0,139.0,4.0,8,12,6,2,3.0,0.0,Canceled
29,1,150.8,4.0,8,26,2,1,0.0,3.0,Not_Canceled
19,2,175.0,4.0,7,5,4,0,0.0,3.0,Not_Canceled
18,1,82.8,4.0,2,7,1,2,0.0,3.0,Not_Canceled
2,1,85.0,4.0,1,22,2,0,3.0,0.0,Not_Canceled
35,1,131.4,4.0,4,5,3,0,0.0,3.0,Not_Canceled
138,1,121.5,4.0,7,25,2,1,0.0,0.0,Not_Canceled
89,1,75.0,3.0,5,9,2,1,0.0,0.0,Not_Canceled
86,0,182.53,3.0,9,25,3,2,1.0,3.0,Not_Canceled
41,2,123.3,4.0,3,15,3,0,0.0,3.0,Not_Canceled
4,1,77.0,4.0,1,9,1,0,3.0,0.0,Not_Canceled
45,0,76.5,3.0,7,5,1,0,0.0,0.0,Not_Canceled
109,0,72.25,3.0,8,29,1,1,0.0,0.0,Not_Canceled
1,0,6.0,1.0,8,5,1,0,0.0,0.0,Not_Canceled
56,0,74.0,3.0,6,9,3,1,0.0,0.0,Not_Canceled
29,3,166.25,4.0,10,5,2,0,0.0,3.0,Not_Canceled
1,1,137.67,4.0,6,26,1,2,0.0,0.0,Not_Canceled
41,2,123.3,4.0,8,31,4,1,0.0,3.0,Not_Canceled
81,2,79.2,4.0,12,7,1,0,3.0,0.0,Not_Canceled
109,0,102.25,3.0,7,10,3,2,1.0,0.0,Not_Canceled
17,0,89.0,4.0,4,3,0,2,3.0,0.0,Canceled
20,0,102.4,4.0,12,23,2,2,0.0,0.0,Not_Canceled
3,0,96.0,4.0,3,6,0,1,0.0,0.0,Not_Canceled
0,0,65.0,2.0,11,18,1,0,0.0,0.0,Not_Canceled
1,0,66.0,3.0,1,14,1,0,0.0,0.0,Not_Canceled
73,1,62.29,4.0,3,4,2,1,0.0,0.0,Not_Canceled
37,0,89.4,4.0,5,7,1,0,3.0,0.0,Not_Canceled
4,0,130.4,4.0,9,18,1,2,0.0,0.0,Canceled
172,0,106.0,2.0,8,16,3,0,0.0,4.0,Canceled
90,2,130.78,4.0,6,14,5,2,0.0,0.0,Canceled
38,0,104.4,4.0,3,19,1,2,0.0,3.0,Not_Canceled
21,1,141.0,4.0,9,2,2,2,0.0,3.0,Canceled
19,0,129.0,4.0,9,25,0,1,3.0,0.0,Canceled
181,2,129.7,4.0,8,4,5,2,0.0,3.0,Canceled
54,0,119.7,4.0,7,2,5,2,0.0,0.0,Canceled
25,2,146.7,4.0,11,18,3,2,1.0,0.0,Not_Canceled
186,2,164.25,4.0,8,1,5,2,1.0,0.0,Canceled
24,0,68.07,4.0,12,13,4,0,0.0,0.0,Not_Canceled
22,0,127.67,4.0,6,21,3,0,0.0,0.0,Canceled
7,1,97.0,4.0,5,16,0,1,0.0,0.0,Not_Canceled
8,2,224.5,4.0,10,2,4,2,0.0,5.0,Not_Canceled
110,2,130.0,3.0,10,9,2,2,0.0,0.0,Canceled
86,0,84.58,4.0,4,6,4,0,0.0,0.0,Canceled
20,0,67.0,2.0,10,13,1,0,0.0,0.0,Not_Canceled
35,0,108.0,4.0,8,31,3,0,3.0,0.0,Not_Canceled
9,1,106.26,4.0,5,17,1,0,0.0,0.0,Not_Canceled
18,0,76.8,3.0,9,15,1,0,3.0,0.0,Not_Canceled
0,0,95.0,2.0,5,20,1,0,0.0,0.0,Not_Canceled
40,1,112.5,4.0,8,28,1,2,0.0,0.0,Not_Canceled
35,2,74.8,4.0,12,2,2,2,3.0,0.0,Not_Canceled
83,1,118.8,4.0,10,4,1,0,0.0,0.0,Canceled
12,0,105.9,4.0,12,4,3,2,0.0,3.0,Not_Canceled
3,2,120.0,4.0,12,5,1,2,0.0,0.0,Not_Canceled
13,0,63.58,3.0,3,13,3,2,0.0,0.0,Not_Canceled
12,2,157.0,4.0,4,11,2,1,0.0,3.0,Not_Canceled
96,3,79.2,4.0,11,2,2,0,3.0,0.0,Not_Canceled
25,0,154.0,4.0,12,3,1,2,0.0,3.0,Canceled
2,2,210.0,4.0,9,22,1,0,0.0,3.0,Not_Canceled
50,0,65.67,3.0,12,31,3,0,0.0,0.0,Not_Canceled
11,2,90.0,4.0,8,17,4,1,0.0,0.0,Canceled
